NO,WALLET_ID,USER_ID,PUBKEY,FEE,TX,PAY_GUBUN,PAY_STATE,COIN,COIN_ID,CONFIRM,REG_DATE,REG_USER,UP_DATE,UP_USER,USE_FLAG,END_FLAG
2130,WL2020062300004,jakeyun0305,38XhrhKik4T6EyY7GRf47XeKjESckA8uwj,0.0005,5c7879d7cebfa4bc824d665ea83164e781e9e6b1cf02e569d446b67b95d996bc,O,P,0.01396487,BTC,1,2020-12-14 10:23,jakeyun0305,2020-12-14 19:47,hmw2210,Y,1
2129,WL2020083100009,jkc0995,1NFr8ryKsVaBynWSVVKPVJhr2n5NPLteAX,0.0005,e0cf1a21a88142f7ed57586f36a971c36372c4db39a63facc4d7fbeb1fbe18a6,O,P,0.01204901,BTC,1,2020-12-14 0:17,jkc0995,2020-12-14 19:46,hmw2210,Y,1
2128,WL2020062400192,25jum1965,7.90181E+13,0.0005,\n,O,C,0.00384657,BTC,1,2020-12-13 1:48,25jum1965,2020-12-14 20:27,hmw2210,Y,1
2127,WL2020080500004,hashshare777,1QCDWHqQXRzZBVdvw1jASCvzqWg5hy8ESD,0.0005,9a033e449a5cb3d19bb5ee68a70418c2dc673caf4a1ecd8bb9e10de78ff7b394,O,P,0.00315712,BTC,1,2020-12-13 0:52,hashshare777,2020-12-14 19:46,hmw2210,Y,1
2126,WL2020062400166,sjh7428,3DxMjYceaB6Ci2FoMUxYNBTqMwJgjEqGDx,0.0005,419ec125b99aa48503e9c761e1e5308281c464403afaa6812cf03a918caa9f3f,O,P,0.00558826,BTC,1,2020-12-12 17:10,sjh7428,2020-12-14 19:46,hmw2210,Y,1
2125,WL2020070400005,lsc3576,1DSxmWM98ptoiC7CawRDwZ5qTZw6YhQB2x,0.0005,0efc46bcb5e545ef8d7763a9f0e254024fb72acd564cf6eb2be648789cc03c02,O,P,0.01793628,BTC,1,2020-12-12 7:54,lsc3576,2020-12-14 19:46,hmw2210,Y,1
2124,WL2020070100002,kdo002,114d1EtFwVMr7K4SLvUNVyWq1HW63ZddF2,0.0005,1fc5dba81cff2d2be4f2b8a5bcdd57f47d567b9b3ab753980a41e147167d7156,O,P,0.01,BTC,1,2020-12-11 15:23,kdo002,2020-12-11 21:48,hmw2210,Y,1
2123,WL2020072300007,jdh7834,12oBUpX2GAJMuY42VRT2ibP12C2qtsdEfu,0.0005,eaa0c2d97a92a70a303af28d139a6ec67b9ece7016eb6280a1a40b346dfe8583,O,P,0.00899999,BTC,1,2020-12-11 15:19,jdh7834,2020-12-11 21:48,hmw2210,Y,1
2122,WL2020080500002,hek3325,39F1HRsbHSbyVAtLTaswxyoSTApGNyFQsM,0.0005,c3d798bb45a168dd8360a37ade15193909b14242ab4afc64d4bcff775ec53e7a,O,P,0.00498441,BTC,1,2020-12-11 8:43,hek3325,2020-12-11 21:19,hmw2210,Y,1
2121,WL2020071200001,lmg5555,1XjNpWQvQgtnqKy1GRQYuxM1jXMT6aW7d,0.0005,ff8cde3d9937d01d76df15341113ca80f0baa703446587ac51472dd8af37f677,O,P,0.00739,BTC,1,2020-12-10 17:40,lmg5555,2020-12-10 19:19,hmw2210,Y,1
2120,WL2020072300008,gongdong1,3H83seFuX5mNS3u7qCU7faGg1mTGpBYoTX,0.0005,e41648809d64d7ce61d91471bd0235c1db4db5c04a06cec673bad80220c76cf1,O,P,0.019,BTC,1,2020-12-10 10:51,gongdong1,2020-12-10 23:34,hmw2210,Y,1
2119,WL2020080200001,kdg0215,148R7fbUSQDJtkoNxBiX8Rj8SWP2tnUWzb,0.0005,37a1c24b8e8b4f64926a53ac538b3d01bca0883efd4e73755c1ef0e2c9852d8e,O,P,0.02843445,BTC,1,2020-12-08 13:14,kdg0215,2020-12-08 18:50,hmw2210,Y,1
2118,WL2020071500010,min9103,15eGocxDw7wLHy2KeoR2xZLR8f5BFEGcWy,0.0005,d5623551ae0a394d7f45aa24dbcbadb7bab19e44cf9d2e836d1a0061950e1f7b,O,P,0.0095735,BTC,1,2020-12-07 19:48,min9103,2020-12-08 18:50,hmw2210,Y,1
2117,WL2020072200005,sys2435,3JPdLAxAkmipaJkPoMe1mdHyp844WwWwPZ,0.0005,09dd7933b6a8849545d7a663a8d8ab64b556cad25fcff3137f577ae5a224f141,O,P,0.005,BTC,1,2020-12-07 13:53,sys2435,2020-12-07 18:55,hmw2210,Y,1
2116,WL2020062400133,chu0528,1AxcDCy6rE8ixhis1y6Nc1UuahJMr4yV9Y,0.0005,2d0fc0ac40e6e457d349a4a81bbe3690ee4b2b3cb56cbd6dd56455d378db87f7,O,P,0.0139949,BTC,1,2020-12-05 16:01,chu0528,2020-12-07 18:55,hmw2210,Y,1
2115,WL2020062400181,smc0808,1AxcDCy6rE8ixhis1y6Nc1UuahJMr4yV9Y,0.0005,7511f1f0d152bb5d5105a91f12c8a1710dfd3f6c364eceb68564c206aa6d4106,O,P,0.01165547,BTC,1,2020-12-05 15:41,smc0808,2020-12-07 18:55,hmw2210,Y,1
2114,WL2020062400216,kumiho,1AxcDCy6rE8ixhis1y6Nc1UuahJMr4yV9Y,0.0005,664523097c6d0abb32f99fb2e7ffac2fe5d0684b812a9a4f1dd36987221b1fea,O,P,0.01165547,BTC,1,2020-12-05 15:39,kumiho,2020-12-07 18:55,hmw2210,Y,1
2113,WL2020073100003,king77,38XhrhKik4T6EyY7GRf47XeKjESckA8uwj,0.0005,10e76fcae51a2c644b33f020034a36b2e57fb1d5c92ebd8cfc24ec93ee8f9097,O,P,0.00826392,BTC,1,2020-12-04 13:23,king77,2020-12-04 20:14,hmw2210,Y,1
2112,WL2020070400002,victory88,16UfcU1sszMJmFZ6e5w4nydbxbSjCEugMb,0.0005,aaf68d74a1a3954a49c4b0e1a3e12e50a7aaff41e385ab0d6de8f5e73ad4dc9a,O,P,0.00407919,BTC,1,2020-12-04 12:39,victory88,2020-12-04 20:14,hmw2210,Y,1
2111,WL2020070100001,Hdjvip,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,2d58b83f46887caccec43817ba6425e8e8f1035487edd4b76b5994a31bec2fbb,O,P,0.01094768,BTC,1,2020-12-04 11:02,Hdjvip,2020-12-04 20:14,hmw2210,Y,1
2110,WL2020062400140,gold001,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,441b23f57267ca2d05f3d23988caa2978fbdb082b2f39759c7e849a1ac422809,O,P,0.01093912,BTC,1,2020-12-04 11:00,gold001,2020-12-04 20:14,hmw2210,Y,1
2109,WL2020062400075,happy001,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,2a5198fa479853c9b603748ad7d8d8e1c088d04ec4dce6200c606fe62d0a9d95,O,P,0.00532859,BTC,1,2020-12-04 10:59,happy001,2020-12-04 20:14,hmw2210,Y,1
2108,WL2020062400004,top00a,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,96341376e00ae2f4f1fb2d3ff2a0a467d9c931adc89986bbbb9566baec757210,O,P,0.0050381,BTC,1,2020-12-04 10:56,top00a,2020-12-04 20:13,hmw2210,Y,1
2107,WL2020062400005,top777,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,15968cf7b61c334e19ae040743f6a20f48f77d3b79f1149a92e64f06655ceaef,O,P,0.00503811,BTC,1,2020-12-04 10:55,top777,2020-12-04 20:13,hmw2210,Y,1
2106,WL2020073000001,good5,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,a015ea63fcd230150a3ac2cf30fbc667b07418239ff1f8876a3a2fd144f33647,O,P,0.00908754,BTC,1,2020-12-04 10:28,good5,2020-12-04 20:13,hmw2210,Y,1
2105,WL2020072700008,good2,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,551551079fede83ee3c18b7a77eaa1dec546a6af37038d8c99d963e5556d9206,O,P,0.0050381,BTC,1,2020-12-04 10:27,good2,2020-12-04 20:13,hmw2210,Y,1
2104,WL2020072700003,top123,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,c687ebf36309ef9e51a6d6eb126cd3d90cf8b504cadd02c925a110ef55c43d70,O,P,0.0050381,BTC,1,2020-12-04 10:25,top123,2020-12-04 20:13,hmw2210,Y,1
2103,WL2020072700002,top007,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,9ea7af285f113e7ad1b742ee80b3c656db93e7c6df1c046b08439fb6164734d2,O,P,0.00402189,BTC,1,2020-12-04 10:24,top007,2020-12-04 20:13,hmw2210,Y,1
2102,WL2020072700001,good1,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,410e7c2ed1df71e043a4f33b41e7af648dc7f1ab3a69320b4fa1f64065debd97,O,P,0.00917374,BTC,1,2020-12-04 10:22,good1,2020-12-04 20:13,hmw2210,Y,1
2101,WL2020073100002,good7,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,cbf2d7b065c523bc72435904598e9048d16cbfe791f1ab1b6c42ec8ea3d68da7,O,P,0.00364547,BTC,1,2020-12-04 10:18,good7,2020-12-04 20:12,hmw2210,Y,1
2100,WL2020073000006,good6,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,7eca7b8e1ad68f14e38ab021aa7a56da2f7b8ee0b7f13cb1b47bd4409898d0fe,O,P,0.00908754,BTC,1,2020-12-04 10:17,good6,2020-12-04 20:12,hmw2210,Y,1
2099,WL2020072900001,good4,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,417347bcf01fb2edc969fcd15fa7577097648003dc9079a7171d79137559e702,O,P,0.00917374,BTC,1,2020-12-04 10:16,good4,2020-12-04 20:12,hmw2210,Y,1
2098,WL2020072800003,good3,1G9c7EoiHtFnpyHWxJm36gcesC17C2ZT16,0.0005,5dabd60da6ff442aaad2bc19605995d718782257877e5c770f2fcf560d1aa45d,O,P,0.00392943,BTC,1,2020-12-04 10:15,good3,2020-12-04 20:12,hmw2210,Y,1
