"WALLET_HISTORY_SEQ","WALLET_ID","USER_ID","GUBUN","SORT","COIN_ID","AMOUNT","BALANCE","REASON","REASON_DETAIL","REG_DATE","REG_USER","UP_DATE","UP_USER","USE_FLAG"
"30714","WL2020120600036","lucky003","I","0","HSS","4190","4190","입금","0xf9c3b89a31d91347d767d1835257820921aede0c5c551485e618b563fb3f52a3","2020-12-06 17:45:00","lucky003","2020-12-06 17:47:25","lucky003","N"
"30711","WL2020120600034","lucky002","O","3","HSS","16759.77653631","0.02346368","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 17:12:47","lucky002",\n,\n,"Y"
"30710","WL2020111600018","boss001","I","1","HSS","37844.12563009","182392.74467201","송금","크립토출금요청","2020-12-06 17:06:29","boss001","2020-12-07 21:18:04","boss001","N"
"30709","WL2020092600006","hss02","O","1","HSS","50070","1289738.52099795","출금","출금신청","2020-12-06 17:01:06","hss02","2020-12-07 03:05:00","ADMIN","N"
"30708","WL2020092600006","hss02","I","6","HSS","553.3333333","1339808.52099797","마이닝청산","마이닝청산","2020-12-06 17:00:22","hss02","2020-12-06 17:01:06","hss02","N"
"30707","WL2020071301069","yunsin1","I","6","HSS","20","20.15026405","마이닝청산","마이닝청산","2020-12-06 16:43:22","yunsin1","2020-12-07 21:02:33","yunsin1","N"
"30706","WL2020120600032","pure888","I","0","HSS","37709.6","37709.6","입금","0x9cba8aa486ed1c0748cb4573333f16857c5861de6c62dc2cc2e69b44b65bd3da","2020-12-06 16:42:00","pure888",\n,\n,"Y"
"30703","WL2020120600030","pure88","I","0","HSS","37709.6","37709.6","입금","0xa5e47f85089d4ba667dc6eb5426ab33003b9eb1e8b1aece0a937e130a914325d","2020-12-06 16:39:00","pure88",\n,\n,"Y"
"30704","WL2020120600034","lucky002","I","0","HSS","16759.8","16759.8","입금","0x670bddc602cd6fb6da656bc785389f08c39db631842b2072c2f1506360fe44b4","2020-12-06 16:39:00","lucky002","2020-12-06 17:12:47","lucky002","N"
"30698","WL2020120500018","Valeriy44","I","0","HSS","4200","4200","입금","0x360f97c86150bdd032a1df2817cb80e78c889dc86598c1930bef3ea5b6844337","2020-12-06 16:18:00","Valeriy44","2020-12-06 17:56:32","Valeriy44","N"
"30699","WL2020120600026","pure77","I","0","HSS","37709.6","37709.6","입금","0xabd45959ce2a7710083aeff3d9d019abd8596a261297b76fcba1eb62e59b1321","2020-12-06 16:18:00","pure77",\n,\n,"Y"
"30700","WL2020120600028","pure777","I","0","HSS","37709.6","37709.6","입금","0x16115499bd86da1d221cdbdbe066e74fa86cd46e7eb1df5c9e6fa8fc09783a5c","2020-12-06 16:18:00","pure777",\n,\n,"Y"
"30695","WL2020112600006","vishops1","I","1","HSS","9356.7251462","19004.09494319","송금","크립토출금요청","2020-12-06 16:11:27","vishops1","2020-12-07 09:38:27","vishops1","N"
"30692","WL2020112600004","vishops","I","1","HSS","11180.1242236","22155.4320225","송금","크립토출금요청","2020-12-06 16:10:49","vishops","2020-12-07 09:37:39","vishops","N"
"30691","WL2020120600024","pure002","O","3","HSS","104748.60335195","0.00664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 16:08:05","pure002",\n,\n,"Y"
"30690","WL2020120600024","pure002","I","0","HSS","104748.61","104748.61","입금","0xb2a8f9fef7d76718df6f8a30f91ede124d0cd09ac18a3cb5d933f9d72ca37438","2020-12-06 16:00:00","pure002","2020-12-06 16:08:05","pure002","N"
"30689","WL2020071500018","sshh2019","I","6","HSS","46.66666666","820.02568652","마이닝청산","마이닝청산","2020-12-06 15:53:25","sshh2019","2020-12-07 06:01:16","sshh2019","N"
"30688","WL2020112900002","pol99","I","1","HSS","9295.12006197","36208.30691391","송금","크립토출금요청","2020-12-06 15:50:38","pol99","2020-12-07 14:52:48","pol99","N"
"30687","WL2020082500008","applle54","O","1","HSS","50070","301947.72873983","출금","출금신청","2020-12-06 14:43:01","applle54","2020-12-07 08:09:39","applle54","N"
"30686","WL2020082500006","applle53","O","1","HSS","50070","306028.1907024","출금","출금신청","2020-12-06 14:42:37","applle53","2020-12-07 08:09:15","applle53","N"
"30685","WL2020082500004","applle52","O","1","HSS","50070","305982.34987126","출금","출금신청","2020-12-06 14:42:11","applle52","2020-12-07 08:08:50","applle52","N"
"30684","WL2020082500002","applle51","O","1","HSS","50070","305849.14845419","출금","출금신청","2020-12-06 14:41:44","applle51","2020-12-07 08:08:24","applle51","N"
"30683","WL2020082600006","applle43","O","1","HSS","50070","303655.39140412","출금","출금신청","2020-12-06 14:41:16","applle43","2020-12-07 08:07:53","applle43","N"
"30682","WL2020082600004","applle42","O","1","HSS","50070","310241.42131064","출금","출금신청","2020-12-06 14:40:50","applle42","2020-12-07 08:06:17","applle42","N"
"30681","WL2020081600008","applle41","O","1","HSS","50070","289823.0758389","출금","출금신청","2020-12-06 14:40:10","applle41","2020-12-07 08:05:45","applle41","N"
"30680","WL2020082900004","gongdong6","I","6","HSS","60","560919.07892719","마이닝청산","마이닝청산","2020-12-06 14:38:45","gongdong6","2020-12-07 13:16:53","gongdong6","N"
"30679","WL2020081600006","applle40","O","1","HSS","50070","301559.45055066","출금","출금신청","2020-12-06 14:38:42","applle40","2020-12-07 08:05:02","applle40","N"
"30678","WL2020081600004","applle39","O","1","HSS","50070","286711.70018417","출금","출금신청","2020-12-06 14:36:28","applle39","2020-12-07 08:04:28","applle39","N"
"30677","WL2020081500034","applle38","O","1","HSS","50070","269232.46677911","출금","출금신청","2020-12-06 14:35:48","applle38","2020-12-07 08:03:48","applle38","N"
"30676","WL2020081500032","applle37","O","1","HSS","50070","262647.73969814","출금","출금신청","2020-12-06 14:35:02","applle37","2020-12-07 08:02:27","applle37","N"
"30675","WL2020081400012","applle36","O","1","HSS","50070","261008.97502015","출금","출금신청","2020-12-06 14:34:36","applle36","2020-12-07 08:02:01","applle36","N"
"30674","WL2020081400006","applle35","O","1","HSS","50070","259675.58258058","출금","출금신청","2020-12-06 14:34:13","applle35","2020-12-07 08:01:36","applle35","N"
"30673","WL2020081300032","applle34","O","1","HSS","50070","269707.51610379","출금","출금신청","2020-12-06 14:33:35","applle34","2020-12-07 08:01:04","applle34","N"
"30672","WL2020081300018","applle33","O","1","HSS","50070","254513.21585075","출금","출금신청","2020-12-06 14:32:21","applle33","2020-12-07 08:00:17","applle33","N"
"30671","WL2020081300014","applle32","O","1","HSS","50070","254820.36281045","출금","출금신청","2020-12-06 14:31:30","applle32","2020-12-07 07:59:24","applle32","N"
"30670","WL2020081300012","applle31","O","1","HSS","50070","254909.84794139","출금","출금신청","2020-12-06 14:31:06","applle31","2020-12-07 07:58:54","applle31","N"
"30669","WL2020081100008","applle2","O","1","HSS","50070","234774.58436406","출금","출금신청","2020-12-06 14:29:58","applle2","2020-12-07 07:57:21","applle2","N"
"30668","WL2020081100006","applle1","O","1","HSS","50070","234868.12809135","출금","출금신청","2020-12-06 14:29:33","applle1","2020-12-07 07:56:26","applle1","N"
"30667","WL2020081000020","applle","O","1","HSS","50070","233987.50517247","출금","출금신청","2020-12-06 14:29:08","applle","2020-12-07 07:56:02","applle","N"
"30666","WL2020081000022","teetime","O","1","HSS","50070","205258.49390616","출금","출금신청","2020-12-06 14:28:39","teetime","2020-12-07 07:55:09","teetime","N"
"30665","WL2020081100002","rumy3275","O","1","HSS","50070","215742.12557221","출금","출금신청","2020-12-06 14:28:12","rumy3275","2020-12-07 07:54:34","rumy3275","N"
"30664","WL2020081100004","henny","O","1","HSS","50070","214619.56052975","출금","출금신청","2020-12-06 14:27:45","henny","2020-12-07 07:54:06","henny","N"
"30663","WL2020081000018","goyoja","O","1","HSS","50070","215233.03494863","출금","출금신청","2020-12-06 14:27:15","goyoja","2020-12-07 07:53:34","goyoja","N"
"30662","WL2020081000016","rudrud","O","1","HSS","50070","212454.39420624","출금","출금신청","2020-12-06 14:26:50","rudrud","2020-12-07 07:53:06","rudrud","N"
"30661","WL2020081000014","hssah","O","1","HSS","50070","45269.07557253","출금","출금신청","2020-12-06 14:26:18","hssah","2020-12-07 07:52:24","hssah","N"
"30660","WL2020101500014","tophss","O","1","HSS","50070","16256.65491034","출금","출금신청","2020-12-06 14:05:57","tophss",\n,\n,"Y"
"30659","WL2020101600004","hssgo1000","O","1","HSS","50070","16358.99196467","출금","출금신청","2020-12-06 14:04:59","hssgo1000",\n,\n,"Y"
"30658","WL2020101300010","gohss1000","O","1","HSS","50070","15323.58828394","출금","출금신청","2020-12-06 14:03:24","gohss1000","2020-12-07 13:24:44","gohss1000","N"
"30657","WL2020080300004","jyh01","O","1","HSS","40070","9368.5806132","출금","출금신청","2020-12-06 13:58:50","jyh01","2020-12-07 03:05:00","ADMIN","N"
"30656","WL2020080300004","jyh01","I","6","HSS","113.33333322","49438.5806132","마이닝청산","마이닝청산","2020-12-06 13:57:36","jyh01","2020-12-06 13:58:50","jyh01","N"
"30655","WL2020081400022","lys001","I","6","HSS","173.33333324","42254.3157325","마이닝청산","마이닝청산","2020-12-06 13:27:34","lys001","2020-12-07 03:05:00","ADMIN","N"
"30650","WL2020120600022","pure001","O","3","HSS","104748.60335195","0.00664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 13:12:47","pure001",\n,\n,"Y"
"30649","WL2020120600022","pure001","I","0","HSS","104748.61","104748.61","입금","0x9ab55bf5b240c5c12b4ac4e3661b08770058bbaad85f6d4406771e117ffa2c3a","2020-12-06 13:12:00","pure001","2020-12-06 13:12:47","pure001","N"
"30648","WL2020111600010","koreatop1","I","1","HSS","16666.66666667","73153.43169763","송금","크립토출금요청","2020-12-06 13:01:38","koreatop1","2020-12-07 23:14:49","koreatop1","N"
"30647","WL2020112000004","freedom","I","1","HSS","12350.44384408","178789.12529058","송금","크립토출금요청","2020-12-06 13:00:55","freedom","2020-12-07 23:17:29","freedom","N"
"30646","WL2020112100004","ant0825","I","1","HSS","13097.47835905","127954.39829692","송금","크립토출금요청","2020-12-06 13:00:08","ant0825","2020-12-07 17:29:38","ant0825","N"
"30645","WL2020120300006","Jihee3535","I","1","HSS","9295.12006197","18483.48147085","송금","크립토출금요청","2020-12-06 12:59:11","Jihee3535","2020-12-07 08:58:16","Jihee3535","N"
"30640","WL2020071400062","sys5638","I","6","HSS","270","1970","마이닝청산","마이닝청산","2020-12-06 12:43:38","sys5638",\n,\n,"Y"
"30639","WL2020120600018","pure02","O","3","HSS","104748.60335195","0.39664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 12:42:14","pure02",\n,\n,"Y"
"30638","WL2020120600018","pure02","I","0","HSS","104749","104749","입금","0x0153f82ab5859e57cae086b942a062379d1bd4ae3444a7aba15d32ae03c88114","2020-12-06 12:42:00","pure02","2020-12-06 12:42:14","pure02","N"
"30637","WL2020080700050","king11","O","1","HSS","50070","13513.97905339","출금","출금신청","2020-12-06 12:40:53","king11",\n,\n,"Y"
"30636","WL2020080700046","victoria22","O","1","HSS","50070","12800.88793021","출금","출금신청","2020-12-06 12:39:04","victoria22",\n,\n,"Y"
"30635","WL2020071300646","gong77","O","1","HSS","50070","17391.7522365","출금","출금신청","2020-12-06 12:37:42","gong77",\n,\n,"Y"
"30634","WL2020120600020","hssjin","O","3","HSS","41899.44134078","0.55865921","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 12:36:27","hssjin",\n,\n,"Y"
"30633","WL2020120600016","hss2021","O","3","HSS","4189.94413407","0.05586594","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 12:32:29","hss2021",\n,\n,"Y"
"30630","WL2020120600016","hss2021","I","0","HSS","4190","4190","입금","0x12d866e4ed402d8eee96bde77ec234a074dce1ef195058375e5429c0572583a6","2020-12-06 12:30:00","hss2021","2020-12-06 12:32:29","hss2021","N"
"30631","WL2020120600020","hssjin","I","0","HSS","41900","41900","입금","0xcb0c2df33c5487a21e6ad7a185f0f01e7e734283a791de5601af450393e8cc04","2020-12-06 12:30:00","hssjin","2020-12-06 12:36:27","hssjin","N"
"30623","WL2020120600014","share007","O","3","HSS","104748.60335195","0.39664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 11:38:40","share007",\n,\n,"Y"
"30622","WL2020120600014","share007","I","0","HSS","104749","104749","입금","0xde2f68eca75c9c7b045745193c7ec0c727d289d3e87df728efbe8e89ebc7c164","2020-12-06 11:36:00","share007","2020-12-06 11:38:40","share007","N"
"30621","WL2020111600018","boss001","O","1","HSS","50070","144548.61904192","출금","출금신청","2020-12-06 11:20:00","boss001","2020-12-06 17:06:29","boss001","N"
"30618","WL2020120600010","share07","O","3","HSS","104748.60335195","0.12664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 10:55:36","share07",\n,\n,"Y"
"30617","WL2020120600010","share07","I","0","HSS","104748.73","104748.73","입금","0xde6ebe73df167256982ea475c74ce82861dfeb3e552e80c17742322daaf2db8a","2020-12-06 10:54:00","share07","2020-12-06 10:55:36","share07","N"
"30616","WL2020071301112","a43410000","I","6","HSS","2666.66667","992899.16874995","마이닝청산","마이닝청산","2020-12-06 10:52:03","a43410000",\n,\n,"Y"
"30615","WL2020071400208","ch54i7379","I","0","HSS","8822.73","13241.33232234","입금","0x3e4066c76e932550fcc24053d12b24045d8b399d5a0dc9148f7c859f0dee7f0c","2020-12-06 10:48:00","ch54i7379","2020-12-07 07:14:37","ch54i7379","N"
"30614","WL2020071400204","cuy9223","I","6","HSS","609.99999888","1749.37784814","마이닝청산","마이닝청산","2020-12-06 10:44:15","cuy9223","2020-12-08 00:24:00","cuy9223","N"
"30613","WL2020071301158","Kaaj7976","I","6","HSS","140","4666.96018284","마이닝청산","마이닝청산","2020-12-06 10:40:51","Kaaj7976",\n,\n,"Y"
"30612","WL2020071400208","ch54i7379","I","6","HSS","1279.99999968","4418.60232235","마이닝청산","마이닝청산","2020-12-06 10:34:38","ch54i7379",\n,\n,"N"
"30611","WL2020112000002","lsj0027","I","1","HSS","11193.15973572","32601.79030092","송금","크립토출금요청","2020-12-06 10:28:07","lsj0027","2020-12-07 23:11:19","lsj0027","N"
"30610","WL2020112300002","lje8552","I","1","HSS","9327.6331131","18271.06652702","송금","크립토출금요청","2020-12-06 10:27:30","lje8552","2020-12-07 23:10:40","lje8552","N"
"30609","WL2020071400256","yh0022","I","6","HSS","791.6666666","2197.45493502","마이닝청산","마이닝청산","2020-12-06 10:20:37","yh0022",\n,\n,"Y"
"30608","WL2020120100002","top111","I","1","HSS","39501.77935943","39501.77935943","송금","크립토출금요청","2020-12-06 10:12:58","top111",\n,\n,"Y"
"30607","WL2020113000006","jjjj8348","I","1","HSS","39486.16600791","39486.16600791","송금","크립토출금요청","2020-12-06 10:10:08","jjjj8348","2020-12-08 06:36:59","jjjj8348","N"
"30606","WL2020113000002","jj8348","I","1","HSS","39501.77935943","39501.77935943","송금","크립토출금요청","2020-12-06 10:08:42","jj8348","2020-12-08 06:36:23","jj8348","N"
"30603","WL2020112900006","j8348","I","1","HSS","39501.77935943","63991.5752778","송금","크립토출금요청","2020-12-06 10:05:58","j8348","2020-12-08 06:35:41","j8348","N"
"30602","WL2020071301130","qqorrn","I","6","HSS","733.33333332","9309.13382554","마이닝청산","마이닝청산","2020-12-06 10:02:46","qqorrn",\n,\n,"Y"
"30601","WL2020112000008","pretty02","I","1","HSS","39501.77935943","207158.39413612","송금","크립토출금요청","2020-12-06 10:01:01","pretty02","2020-12-07 14:59:36","pretty02","N"
"30600","WL2020111600024","pretty01","I","1","HSS","39501.77935943","175314.09412093","송금","크립토출금요청","2020-12-06 09:59:46","pretty01","2020-12-07 15:08:24","pretty01","N"
"30599","WL2020111600006","hssgo10000","I","1","HSS","39501.77935943","111225.41843387","송금","크립토출금요청","2020-12-06 09:58:15","hssgo10000","2020-12-07 23:33:34","hssgo10000","N"
"30598","WL2020111600004","good001","I","1","HSS","39501.77935943","80424.39784358","송금","크립토출금요청","2020-12-06 09:57:03","good001","2020-12-07 23:32:45","good001","N"
"30597","WL2020111400006","value003","I","1","HSS","39501.77935943","120712.42253197","송금","크립토출금요청","2020-12-06 09:56:03","value003","2020-12-07 23:25:18","value003","N"
"30596","WL2020071500008","ljo2295","I","6","HSS","2486.66666622","4256.78178903","마이닝청산","마이닝청산","2020-12-06 09:45:21","ljo2295",\n,\n,"Y"
"30593","WL2020120600008","share7777","O","3","HSS","104748.60335195","0.12664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 08:37:08","share7777",\n,\n,"Y"
"30592","WL2020120600008","share7777","I","0","HSS","104748.73","104748.73","입금","0x9857227683d8319c340a7ddb184b4113216cbd4d86996bb5e9b95a0868fca4a5","2020-12-06 08:33:00","share7777","2020-12-06 08:37:08","share7777","N"
"30589","WL2020120600006","choihssyun","O","3","HSS","470000","530000","상품구매","상품구매","2020-12-06 08:17:37","choihssyun","2020-12-06 20:17:23","choihssyun","N"
"30588","WL2020120600006","choihssyun","I","3","HSS","1000000","1000000","에어드랍","에어드랍","2020-12-06 08:16:55","choihssyun","2020-12-06 08:17:37","choihssyun","N"
"30585","WL2020112500002","wjdehdals4672","O","3","HSS","540000","1848666.66665899","상품구매","상품구매","2020-12-06 08:12:50","wjdehdals4672","2020-12-06 20:16:53","wjdehdals4672","N"
"30584","WL2020112500002","wjdehdals4672","I","6","HSS","4166.666663","2388666.66665899","마이닝청산","마이닝청산","2020-12-06 08:12:50","wjdehdals4672","2020-12-06 08:12:50","wjdehdals4672","N"
"30583","WL2020071300865","ljs36","I","6","HSS","6.66666666","374.21657948","마이닝청산","마이닝청산","2020-12-06 08:12:27","ljs36","2020-12-07 16:25:37","ljs36","N"
"30582","WL2020092600004","bitmain","O","3","HSS","430000","512015.51267359","상품구매","상품구매","2020-12-06 08:10:41","bitmain","2020-12-07 22:31:17","bitmain","N"
"30581","WL2020092600004","bitmain","I","6","HSS","13710.00000118","942015.51267359","마이닝청산","마이닝청산","2020-12-06 08:10:41","bitmain","2020-12-06 08:10:41","bitmain","N"
"30580","WL2020101100002","goldhss","O","3","HSS","130000","1178541.25500951","상품구매","상품구매","2020-12-06 08:10:08","goldhss","2020-12-06 20:14:46","goldhss","N"
"30579","WL2020101100002","goldhss","I","6","HSS","2726.66666666","1308541.25500951","마이닝청산","마이닝청산","2020-12-06 08:10:08","goldhss","2020-12-06 08:10:08","goldhss","N"
"30578","WL2020092600008","Alexander","O","3","HSS","270000","1334346.66668079","상품구매","상품구매","2020-12-06 08:09:26","Alexander","2020-12-06 20:14:01","Alexander","N"
"30577","WL2020092600008","Alexander","I","6","HSS","6296.66666832","1604346.66668079","마이닝청산","마이닝청산","2020-12-06 08:09:26","Alexander","2020-12-06 08:09:26","Alexander","N"
"30576","WL2020120600004","share777","O","3","HSS","104748.60335195","0.12664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 08:02:46","share777",\n,\n,"Y"
"30575","WL2020120600004","share777","I","0","HSS","104748.73","104748.73","입금","0x853dd327080cdb14e459381af3a561887ed729fed8220a30aa6b862103efb555","2020-12-06 08:00:00","share777","2020-12-06 08:02:46","share777","N"
"30574","WL2020071400124","ckh004","I","6","HSS","233.333333","11394.28345463","마이닝청산","마이닝청산","2020-12-06 07:56:40","ckh004","2020-12-07 05:06:51","ckh004","N"
"30573","WL2020081400002","Bigstone","I","6","HSS","1826.66666786","2233.93656434","마이닝청산","마이닝청산","2020-12-06 07:45:43","Bigstone",\n,\n,"Y"
"30570","WL2020120600002","share77","O","3","HSS","104748.60335195","0.12664804","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 06:54:28","share77",\n,\n,"Y"
"30569","WL2020120600002","share77","I","0","HSS","104748.73","104748.73","입금","0x09946faaf183e47ae712c944dfa8b4424d5b4bd1a2b532766432d86bd5aa5ea1","2020-12-06 06:54:00","share77","2020-12-06 06:54:28","share77","N"
"30568","WL2020071301118","skim9291","I","6","HSS","266.666666","1831.98299894","마이닝청산","마이닝청산","2020-12-06 06:53:49","skim9291","2020-12-07 05:40:55","skim9291","N"
"30565","WL2020071400274","lgntpc11","I","6","HSS","14853.33332608","45434.39651167","마이닝청산","마이닝청산","2020-12-06 06:31:22","lgntpc11","2020-12-07 03:38:40","lgntpc11","N"
"30564","WL2020073000010","han0045","I","6","HSS","783.3333335","1776.66666474","마이닝청산","마이닝청산","2020-12-06 06:29:58","han0045","2020-12-07 08:08:21","han0045","N"
"30563","WL2020111600028","swh8880","I","1","HSS","33514.35221102","99049.9776496","송금","크립토출금요청","2020-12-06 01:45:36","swh8880","2020-12-06 23:08:25","swh8880","N"
"30562","WL2020111700002","jbc5722","I","1","HSS","11158.46571096","124881.49454282","송금","크립토출금요청","2020-12-06 01:27:43","jbc5722","2020-12-07 00:14:56","jbc5722","N"
"30561","WL2020081100010","applle3","O","1","HSS","50070","133486.71301918","출금","출금신청","2020-12-06 00:26:48","applle3","2020-12-07 03:12:01","applle3","N"
"30560","WL2020111600036","asd002","O","1","HSS","9324","0.62065586","출금","출금신청","2020-12-06 00:21:41","asd002","2020-12-07 03:21:13","asd002","N"
"30559","WL2020111600032","asd001","O","1","HSS","11111","0.36600825","출금","출금신청","2020-12-06 00:20:49","asd001","2020-12-07 03:20:21","asd001","N"
"30558","WL2020083100016","collaboration0831","O","1","HSS","50070","94215.02710897","출금","출금신청","2020-12-06 00:19:43","collaboration0831","2020-12-07 02:10:29","collaboration0831","N"
"30557","WL2020111600036","asd002","I","1","HSS","9324.00932401","9324.62065587","송금","크립토출금요청","2020-12-06 00:18:38","asd002","2020-12-06 00:21:41","asd002","N"
"30556","WL2020111600032","asd001","I","1","HSS","11111.11111111","11111.36600826","송금","크립토출금요청","2020-12-06 00:18:06","asd001","2020-12-06 00:20:49","asd001","N"
"30555","WL2020081500022","Collaboration0816","O","1","HSS","50070","102211.56393184","출금","출금신청","2020-12-06 00:16:38","Collaboration0816","2020-12-07 02:08:52","Collaboration0816","N"
"30554","WL2020112500004","yk520059","I","1","HSS","9313.1548312","101282.2965444","송금","크립토출금요청","2020-12-06 00:03:30","yk520059","2020-12-07 02:13:52","yk520059","N"
"30553","WL2020071300810","kdo001","I","6","HSS","709.9999998","22701.31671114","마이닝청산","마이닝청산","2020-12-05 22:43:35","kdo001",\n,\n,"Y"
"30552","WL2020071800010","ziozio1013","O","1","HSS","50070","46121.71","출금","출금신청","2020-12-05 21:28:04","ziozio1013",\n,\n,"Y"
"30551","WL2020082900004","gongdong6","I","6","HSS","60","560859.07892719","마이닝청산","마이닝청산","2020-12-05 21:23:06","gongdong6","2020-12-06 14:38:45","gongdong6","N"
"30550","WL2020071301112","a43410000","I","3","HSS","990000","990232.50207996","에어드랍","선지급에어드랍","2020-12-05 21:03:35","a43410000","2020-12-06 10:52:03","a43410000","N"
"30549","WL2020092600010","h2020","O","4","HSS","990000","63358.54821778","차감","선지급차감","2020-12-05 21:01:45","h2020",\n,\n,"N"
"30548","WL2020081100020","ain3535","I","6","HSS","3570","410908.51278785","마이닝청산","마이닝청산","2020-12-05 20:47:24","ain3535","2020-12-07 13:24:44","ain3535","N"
"30547","WL2020111600010","koreatop1","I","1","HSS","16385.91117917","56486.76503096","송금","크립토출금요청","2020-12-05 20:24:11","koreatop1","2020-12-06 13:01:38","koreatop1","N"
"30546","WL2020112000004","freedom","I","1","HSS","12251.14854518","166438.6814465","송금","크립토출금요청","2020-12-05 20:23:40","freedom","2020-12-06 13:00:55","freedom","N"
"30545","WL2020112100004","ant0825","I","1","HSS","13323.12404288","114856.91993787","송금","크립토출금요청","2020-12-05 20:22:58","ant0825","2020-12-06 13:00:08","ant0825","N"
"30544","WL2020120300006","Jihee3535","I","1","HSS","9188.36140888","9188.36140888","송금","크립토출금요청","2020-12-05 20:21:45","Jihee3535","2020-12-06 12:59:11","Jihee3535","N"
"30541","WL2020080300009","jmh001","I","6","HSS","150","390.4727248","마이닝청산","마이닝청산","2020-12-05 19:12:27","jmh001","2020-12-06 21:35:46","jmh001","N"
"30540","WL2020112600006","vishops1","I","1","HSS","8941.87779434","9647.36979699","송금","크립토출금요청","2020-12-05 19:02:15","vishops1","2020-12-06 16:11:27","vishops1","N"
"30539","WL2020112600004","vishops","I","1","HSS","10734.2527022","10975.3077989","송금","크립토출금요청","2020-12-05 19:01:40","vishops","2020-12-06 16:10:49","vishops","N"
"30538","WL2020081700006","ygs2413","I","6","HSS","359.99999928","840.4955467","마이닝청산","마이닝청산","2020-12-05 18:33:11","ygs2413","2020-12-07 21:55:41","ygs2413","N"
"30537","WL2020111600028","swh8880","O","1","HSS","50070","65535.62543858","출금","출금신청","2020-12-05 17:51:09","swh8880","2020-12-06 01:45:36","swh8880","N"
"30536","WL2020120500014","starhss","O","3","HSS","4393.99487367","0.00612633","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-05 17:22:33","starhss",\n,\n,"Y"
"30535","WL2020071301194","jyj9394","I","6","HSS","134.9999997","11717.99231812","마이닝청산","마이닝청산","2020-12-05 17:06:42","jyj9394",\n,\n,"Y"
"30534","WL2020071400250","ybc5353f","I","6","HSS","9866.66665","61993.88686989","마이닝청산","마이닝청산","2020-12-05 17:05:47","ybc5353f",\n,\n,"Y"
"30533","WL2020071400244","ybc5353e","I","6","HSS","2100","9930.95999997","마이닝청산","마이닝청산","2020-12-05 17:05:29","ybc5353e",\n,\n,"Y"
"30532","WL2020112900002","pol99","I","1","HSS","8945.21058517","26913.18685194","송금","크립토출금요청","2020-12-05 16:26:56","pol99","2020-12-06 15:50:38","pol99","N"
"30531","WL2020092600010","h2020","I","6","HSS","4366.66667","1053358.54821779","마이닝청산","마이닝청산","2020-12-05 16:26:13","h2020","2020-12-05 21:01:45","h2020","N"
"30528","WL2020120500014","starhss","I","0","HSS","4394.001","4394.001","입금","0x70397e9368704ebbc994c459c8c956e8c11dfc87b619d2cfa47fb6d14749d236","2020-12-05 15:12:00","starhss","2020-12-05 17:22:33","starhss","N"
"30527","WL2020112300002","lje8552","I","1","HSS","8931.89430592","8943.43341392","송금","크립토출금요청","2020-12-05 14:55:08","lje8552","2020-12-06 10:27:30","lje8552","N"
"30526","WL2020112000002","lsj0027","I","1","HSS","21388.78574081","21408.6305652","송금","크립토출금요청","2020-12-05 14:54:04","lsj0027","2020-12-06 10:28:07","lsj0027","N"
"30523","WL2020111600036","asd002","O","1","HSS","8794","0.61133186","출금","출금신청","2020-12-05 13:09:55","asd002","2020-12-06 00:18:38","asd002","N"
"30522","WL2020111600032","asd001","O","1","HSS","10554","0.25489715","출금","출금신청","2020-12-05 13:08:54","asd001","2020-12-06 00:18:06","asd001","N"
"30521","WL2020100800012","jj2020","I","6","HSS","26.6666667","28455.89407493","마이닝청산","마이닝청산","2020-12-05 13:07:18","jj2020","2020-12-07 10:47:29","jj2020","N"
"30520","WL2020092600006","hss02","O","1","HSS","50070","1339255.18766468","출금","출금신청","2020-12-05 12:12:26","hss02","2020-12-06 17:00:22","hss02","N"
"30519","WL2020112800002","hsskinghss","O","3","HSS","230000","130706.66666699","상품구매","상품구매","2020-12-05 12:11:17","hsskinghss",\n,\n,"Y"
"30518","WL2020112800002","hsskinghss","I","6","HSS","706.666667","360706.666667","마이닝청산","마이닝청산","2020-12-05 12:11:17","hsskinghss","2020-12-05 12:11:17","hsskinghss","N"
"30517","WL2020092800002","hssrich","O","3","HSS","170000","3270674.4292844","상품구매","상품구매","2020-12-05 12:10:16","hssrich","2020-12-06 20:13:35","hssrich","N"
"30516","WL2020092800002","hssrich","I","6","HSS","13326.66665892","3440674.4292844","마이닝청산","마이닝청산","2020-12-05 12:10:16","hssrich","2020-12-05 12:10:16","hssrich","N"
